name,top1lang,top2lang,top3lang,top4lang,top5lang,top1lib,top2lib,top3lib,top4lib,top5lib,top6lib,top7lib,category
mobile_3591,C#,Kotlin,Java,Dart,,androidx,java.util,glide,react-native,,,,Mobile Development
mobile_3592,JavaScript,Objective-C,Kotlin,Swift,Dart,react-native,java.util,UIKit,CoreLocation,HealthKit,Combine,,Mobile Development
mobile_3593,Dart,Java,TypeScript,Kotlin,Objective-C,flutter,HealthKit,retrofit,,,,,Mobile Development
mobile_3594,JavaScript,C#,Objective-C,,,com.android,flutter,jetpack-compose,SwiftUI,Combine,,,Mobile Development
mobile_3595,Dart,Java,Kotlin,JavaScript,,react-native,jetpack-compose,SwiftUI,com.android,,,,Mobile Development
mobile_3596,C#,Kotlin,Objective-C,,,XCTest,CoreData,AppKit,CoreLocation,react-native,kotlinx.coroutines,Foundation,Mobile Development
mobile_3597,Kotlin,JavaScript,Java,Dart,Swift,jetpack-compose,react-native,SwiftUI,Foundation,flutter,,,Mobile Development
mobile_3598,Java,Kotlin,JavaScript,Dart,Objective-C,CoreLocation,android.view,Combine,,,,,Mobile Development
mobile_3599,Swift,Java,C#,Kotlin,,jetpack-compose,com.android,react-native,CoreData,Foundation,,,Mobile Development
mobile_3600,Java,Kotlin,Swift,JavaScript,Dart,UIKit,android.content,androidx,,,,,Mobile Development
mobile_3601,Objective-C,Kotlin,Swift,TypeScript,Dart,react-native,UIKit,jetpack-compose,java.util,AppKit,,,Mobile Development
mobile_3602,Kotlin,Dart,Objective-C,Swift,JavaScript,android.content,CoreLocation,java.util,kotlinx.coroutines,flutter,jetpack-compose,,Mobile Development
mobile_3603,Swift,C#,Java,,,java.util,UIKit,CoreData,Combine,AppKit,,,Mobile Development
mobile_3604,Objective-C,Dart,JavaScript,Swift,,SwiftUI,com.android,kotlinx.coroutines,CoreData,react-native,AVFoundation,,Mobile Development
mobile_3605,JavaScript,Swift,Dart,,,Foundation,android.content,android.view,XCTest,UIKit,java.util,jetpack-compose,Mobile Development
mobile_3606,Dart,Swift,Objective-C,,,kotlinx.coroutines,UIKit,SwiftUI,retrofit,,,,Mobile Development
mobile_3607,Swift,Dart,Kotlin,JavaScript,Objective-C,java.util,react-native,CoreLocation,retrofit,,,,Mobile Development
mobile_3608,Swift,Dart,Java,Objective-C,C#,HealthKit,SwiftUI,CoreData,AppKit,jetpack-compose,retrofit,android.view,Mobile Development
mobile_3609,JavaScript,Java,C#,,,android.content,AVFoundation,jetpack-compose,XCTest,com.android,Combine,UIKit,Mobile Development
mobile_3610,Java,Dart,Swift,TypeScript,,com.android,flutter,react-native,,,,,Mobile Development
mobile_3611,Dart,Kotlin,Objective-C,TypeScript,,AppKit,AVFoundation,java.util,,,,,Mobile Development
mobile_3612,Dart,Java,TypeScript,,,Foundation,retrofit,SwiftUI,android.content,,,,Mobile Development
mobile_3613,Swift,Dart,C#,,,android.content,XCTest,CoreData,SwiftUI,,,,Mobile Development
mobile_3614,Dart,Kotlin,Java,Objective-C,Swift,androidx,glide,android.content,AppKit,SwiftUI,,,Mobile Development
mobile_3615,TypeScript,Dart,Java,C#,Swift,HealthKit,react-native,AVFoundation,flutter,SwiftUI,,,Mobile Development
mobile_3616,Objective-C,Kotlin,Dart,,,flutter,XCTest,SwiftUI,,,,,Mobile Development
mobile_3617,TypeScript,Dart,Java,,,java.util,android.view,AVFoundation,UIKit,jetpack-compose,,,Mobile Development
mobile_3618,Objective-C,Swift,JavaScript,Kotlin,Dart,flutter,UIKit,SwiftUI,,,,,Mobile Development
mobile_3619,Swift,Java,Dart,Objective-C,,SwiftUI,jetpack-compose,AVFoundation,XCTest,android.view,kotlinx.coroutines,UIKit,Mobile Development
mobile_3620,Kotlin,Swift,Dart,C#,Java,SwiftUI,UIKit,java.util,com.android,Combine,android.view,,Mobile Development
mobile_3621,JavaScript,Swift,Objective-C,Java,,kotlinx.coroutines,androidx,SwiftUI,CoreLocation,retrofit,android.content,Combine,Mobile Development
mobile_3622,Dart,Java,Swift,C#,Objective-C,AVFoundation,flutter,react-native,Foundation,CoreLocation,,,Mobile Development
mobile_3623,JavaScript,Java,Kotlin,Objective-C,,glide,retrofit,java.util,androidx,AVFoundation,SwiftUI,com.android,Mobile Development
mobile_3624,Java,TypeScript,Kotlin,,,jetpack-compose,react-native,HealthKit,Foundation,android.view,flutter,,Mobile Development
mobile_3625,Java,JavaScript,Swift,C#,Kotlin,android.view,jetpack-compose,glide,AVFoundation,UIKit,androidx,HealthKit,Mobile Development
mobile_3626,Swift,Dart,Kotlin,,,SwiftUI,kotlinx.coroutines,glide,,,,,Mobile Development
mobile_3627,C#,JavaScript,Kotlin,,,java.util,SwiftUI,androidx,jetpack-compose,,,,Mobile Development
mobile_3628,TypeScript,Kotlin,Swift,Java,,AVFoundation,SwiftUI,java.util,jetpack-compose,,,,Mobile Development
mobile_3629,Java,Kotlin,Swift,,,androidx,AppKit,Combine,,,,,Mobile Development
mobile_3630,C#,Java,Dart,JavaScript,,Foundation,UIKit,retrofit,react-native,AVFoundation,,,Mobile Development
mobile_3631,Swift,Objective-C,Java,TypeScript,C#,java.util,UIKit,Combine,XCTest,,,,Mobile Development
mobile_3632,Java,JavaScript,Objective-C,Swift,,AVFoundation,UIKit,jetpack-compose,Foundation,Combine,android.view,,Mobile Development
mobile_3633,Dart,Kotlin,C#,,,SwiftUI,XCTest,retrofit,Foundation,AVFoundation,jetpack-compose,,Mobile Development
mobile_3634,Java,TypeScript,Objective-C,Dart,JavaScript,UIKit,SwiftUI,Combine,androidx,,,,Mobile Development
mobile_3635,JavaScript,Kotlin,Objective-C,,,kotlinx.coroutines,SwiftUI,UIKit,XCTest,HealthKit,androidx,java.util,Mobile Development
mobile_3636,Dart,Java,C#,Swift,,flutter,android.view,Foundation,,,,,Mobile Development
mobile_3637,Java,Dart,Kotlin,,,SwiftUI,flutter,Foundation,glide,,,,Mobile Development
mobile_3638,Kotlin,Dart,Java,TypeScript,C#,Combine,UIKit,com.android,,,,,Mobile Development
mobile_3639,Kotlin,Swift,C#,,,java.util,com.android,flutter,,,,,Mobile Development
mobile_3640,Dart,TypeScript,Swift,Kotlin,Java,SwiftUI,com.android,CoreLocation,,,,,Mobile Development
mobile_3641,Objective-C,Swift,TypeScript,C#,Kotlin,java.util,jetpack-compose,android.view,,,,,Mobile Development
mobile_3642,JavaScript,C#,TypeScript,Objective-C,,CoreLocation,XCTest,react-native,,,,,Mobile Development
mobile_3643,Objective-C,Dart,Kotlin,,,glide,UIKit,flutter,android.content,Combine,java.util,,Mobile Development
mobile_3644,Kotlin,C#,Java,JavaScript,Dart,Foundation,AppKit,SwiftUI,android.content,com.android,jetpack-compose,CoreData,Mobile Development
mobile_3645,Kotlin,Java,JavaScript,Swift,,flutter,java.util,glide,HealthKit,CoreLocation,react-native,SwiftUI,Mobile Development
mobile_3646,JavaScript,Kotlin,Objective-C,TypeScript,Java,UIKit,kotlinx.coroutines,AVFoundation,com.android,XCTest,Foundation,SwiftUI,Mobile Development
mobile_3647,Objective-C,C#,Swift,,,AppKit,kotlinx.coroutines,SwiftUI,UIKit,retrofit,,,Mobile Development
mobile_3648,Kotlin,TypeScript,Dart,Java,,SwiftUI,jetpack-compose,HealthKit,android.content,,,,Mobile Development
mobile_3649,JavaScript,TypeScript,Swift,Java,,UIKit,CoreData,SwiftUI,,,,,Mobile Development
mobile_3650,Swift,Dart,Objective-C,,,Combine,kotlinx.coroutines,UIKit,Foundation,AVFoundation,glide,,Mobile Development
mobile_3651,Kotlin,Swift,Dart,C#,Java,SwiftUI,CoreData,kotlinx.coroutines,com.android,,,,Mobile Development
mobile_3652,Dart,Kotlin,Objective-C,,,AVFoundation,flutter,java.util,,,,,Mobile Development
mobile_3653,JavaScript,Dart,Kotlin,TypeScript,Java,HealthKit,AppKit,glide,flutter,react-native,,,Mobile Development
mobile_3654,Objective-C,JavaScript,Java,Swift,,glide,retrofit,Combine,HealthKit,,,,Mobile Development
mobile_3655,Swift,TypeScript,Dart,Java,JavaScript,CoreLocation,react-native,glide,UIKit,flutter,SwiftUI,,Mobile Development
mobile_3656,Objective-C,C#,Swift,Java,,AppKit,jetpack-compose,HealthKit,com.android,java.util,android.view,flutter,Mobile Development
mobile_3657,Java,Kotlin,C#,Swift,,SwiftUI,kotlinx.coroutines,AppKit,Combine,,,,Mobile Development
mobile_3658,Objective-C,C#,Dart,Swift,TypeScript,android.view,kotlinx.coroutines,react-native,CoreLocation,Combine,,,Mobile Development
mobile_3659,Kotlin,Swift,Objective-C,JavaScript,,retrofit,flutter,android.view,AppKit,UIKit,android.content,HealthKit,Mobile Development
mobile_3660,Dart,Kotlin,Java,,,SwiftUI,java.util,react-native,Foundation,flutter,,,Mobile Development
mobile_3661,Dart,Objective-C,Java,,,AVFoundation,java.util,com.android,SwiftUI,XCTest,android.content,glide,Mobile Development
mobile_3662,Swift,Java,Objective-C,,,CoreLocation,AppKit,SwiftUI,HealthKit,glide,Foundation,UIKit,Mobile Development
mobile_3663,Objective-C,C#,Kotlin,TypeScript,,AppKit,flutter,com.android,SwiftUI,,,,Mobile Development
mobile_3664,Java,Swift,Kotlin,C#,,Foundation,Combine,CoreData,java.util,flutter,,,Mobile Development
mobile_3665,Dart,Objective-C,TypeScript,Kotlin,Java,UIKit,AppKit,HealthKit,java.util,flutter,jetpack-compose,SwiftUI,Mobile Development
mobile_3666,TypeScript,JavaScript,Swift,Kotlin,,Combine,HealthKit,Foundation,com.android,XCTest,retrofit,flutter,Mobile Development
mobile_3667,Swift,Java,Dart,,,flutter,glide,jetpack-compose,,,,,Mobile Development
mobile_3668,Dart,Kotlin,TypeScript,,,react-native,HealthKit,XCTest,AVFoundation,android.content,,,Mobile Development
mobile_3669,Objective-C,TypeScript,Java,Kotlin,Swift,android.content,SwiftUI,flutter,XCTest,,,,Mobile Development
mobile_3670,Kotlin,TypeScript,Java,JavaScript,C#,flutter,androidx,AppKit,jetpack-compose,UIKit,,,Mobile Development
mobile_3671,Dart,Swift,JavaScript,,,Foundation,AppKit,HealthKit,androidx,react-native,flutter,android.view,Mobile Development
mobile_3672,Kotlin,C#,Swift,TypeScript,Java,flutter,HealthKit,UIKit,,,,,Mobile Development
mobile_3673,Kotlin,Swift,TypeScript,,,flutter,com.android,SwiftUI,Combine,android.view,android.content,,Mobile Development
mobile_3674,JavaScript,Swift,TypeScript,,,androidx,AVFoundation,glide,,,,,Mobile Development
mobile_3675,Java,Kotlin,Swift,,,Foundation,android.content,java.util,glide,react-native,,,Mobile Development
mobile_3676,Dart,TypeScript,JavaScript,Kotlin,,flutter,glide,java.util,UIKit,,,,Mobile Development
mobile_3677,Kotlin,JavaScript,Swift,,,flutter,android.content,kotlinx.coroutines,XCTest,UIKit,com.android,,Mobile Development
mobile_3678,Objective-C,C#,Swift,Dart,Kotlin,Foundation,android.content,SwiftUI,Combine,flutter,react-native,,Mobile Development
mobile_3679,JavaScript,Swift,Kotlin,Java,Objective-C,SwiftUI,kotlinx.coroutines,glide,XCTest,,,,Mobile Development
mobile_3680,TypeScript,Swift,Kotlin,Dart,C#,Combine,UIKit,jetpack-compose,,,,,Mobile Development
mobile_3681,Swift,Java,TypeScript,Objective-C,Kotlin,UIKit,CoreData,SwiftUI,,,,,Mobile Development
mobile_3682,Swift,Objective-C,Dart,JavaScript,,flutter,CoreData,java.util,,,,,Mobile Development
mobile_3683,Swift,Kotlin,TypeScript,JavaScript,C#,glide,SwiftUI,Foundation,,,,,Mobile Development
mobile_3684,Kotlin,TypeScript,Objective-C,Dart,C#,UIKit,Foundation,com.android,retrofit,AppKit,,,Mobile Development
mobile_3685,Swift,JavaScript,Objective-C,C#,Dart,SwiftUI,java.util,glide,Combine,,,,Mobile Development
mobile_3686,Dart,JavaScript,Java,Objective-C,,Foundation,Combine,androidx,,,,,Mobile Development
mobile_3687,TypeScript,C#,Dart,Java,,kotlinx.coroutines,java.util,glide,androidx,,,,Mobile Development
mobile_3688,TypeScript,Java,Dart,Objective-C,,XCTest,androidx,flutter,,,,,Mobile Development
mobile_3689,Objective-C,TypeScript,C#,Java,,kotlinx.coroutines,CoreData,react-native,android.content,flutter,Combine,,Mobile Development
mobile_3690,Dart,C#,JavaScript,,,glide,android.view,SwiftUI,,,,,Mobile Development
mobile_3691,JavaScript,Dart,Swift,Java,,android.content,UIKit,kotlinx.coroutines,,,,,Mobile Development
mobile_3692,Kotlin,Java,Dart,Objective-C,,android.view,java.util,CoreLocation,android.content,Combine,,,Mobile Development
mobile_3693,Dart,Java,Kotlin,,,react-native,java.util,SwiftUI,Combine,AppKit,,,Mobile Development
mobile_3694,JavaScript,TypeScript,Kotlin,Dart,Swift,jetpack-compose,react-native,flutter,,,,,Mobile Development
mobile_3695,Kotlin,Objective-C,Dart,,,retrofit,glide,kotlinx.coroutines,jetpack-compose,com.android,java.util,Combine,Mobile Development
mobile_3696,Swift,JavaScript,Java,C#,,retrofit,UIKit,Foundation,android.view,SwiftUI,,,Mobile Development
mobile_3697,Java,Kotlin,TypeScript,,,Foundation,flutter,android.content,kotlinx.coroutines,com.android,,,Mobile Development
mobile_3698,Java,Kotlin,Swift,Objective-C,,kotlinx.coroutines,flutter,CoreData,,,,,Mobile Development
mobile_3699,Dart,TypeScript,Kotlin,Java,,HealthKit,CoreLocation,AppKit,SwiftUI,,,,Mobile Development
mobile_3700,Dart,TypeScript,Kotlin,,,jetpack-compose,UIKit,SwiftUI,Combine,,,,Mobile Development
mobile_3701,Java,C#,Dart,,,flutter,android.content,react-native,com.android,retrofit,,,Mobile Development
mobile_3702,Kotlin,JavaScript,Objective-C,Java,C#,AppKit,jetpack-compose,com.android,Combine,,,,Mobile Development
mobile_3703,Kotlin,Objective-C,Dart,Swift,,SwiftUI,android.view,Combine,com.android,jetpack-compose,,,Mobile Development
mobile_3704,Objective-C,Dart,C#,Java,Kotlin,UIKit,XCTest,android.view,androidx,Combine,CoreLocation,,Mobile Development
mobile_3705,Java,Kotlin,Objective-C,Dart,JavaScript,android.content,retrofit,XCTest,,,,,Mobile Development
mobile_3706,Java,JavaScript,Swift,TypeScript,C#,glide,Foundation,XCTest,retrofit,UIKit,java.util,android.view,Mobile Development
mobile_3707,TypeScript,JavaScript,Swift,,,SwiftUI,com.android,CoreLocation,CoreData,HealthKit,UIKit,Combine,Mobile Development
mobile_3708,Objective-C,TypeScript,JavaScript,,,java.util,react-native,CoreLocation,AppKit,android.view,Foundation,,Mobile Development
mobile_3709,TypeScript,Swift,Java,JavaScript,,SwiftUI,react-native,UIKit,HealthKit,XCTest,CoreLocation,retrofit,Mobile Development
mobile_3710,Dart,Swift,Java,Objective-C,,UIKit,CoreData,android.content,SwiftUI,,,,Mobile Development
mobile_3711,Java,Kotlin,Swift,Objective-C,,androidx,UIKit,flutter,android.view,retrofit,com.android,,Mobile Development
mobile_3712,Dart,Kotlin,Swift,Java,TypeScript,CoreData,XCTest,flutter,com.android,,,,Mobile Development
mobile_3713,Swift,Dart,TypeScript,Objective-C,JavaScript,AVFoundation,UIKit,XCTest,com.android,flutter,,,Mobile Development
mobile_3714,TypeScript,Dart,JavaScript,Swift,Kotlin,kotlinx.coroutines,HealthKit,UIKit,Foundation,flutter,,,Mobile Development
mobile_3715,Dart,JavaScript,Kotlin,Objective-C,Java,HealthKit,react-native,flutter,CoreLocation,android.view,Foundation,,Mobile Development
mobile_3716,Kotlin,TypeScript,Dart,,,Foundation,android.view,flutter,Combine,UIKit,jetpack-compose,SwiftUI,Mobile Development
mobile_3717,JavaScript,Kotlin,Swift,Dart,Java,kotlinx.coroutines,react-native,jetpack-compose,android.content,AppKit,com.android,Foundation,Mobile Development
mobile_3718,Swift,C#,Kotlin,Java,TypeScript,retrofit,android.view,jetpack-compose,react-native,,,,Mobile Development
mobile_3719,Swift,Objective-C,JavaScript,,,UIKit,Combine,glide,flutter,,,,Mobile Development
mobile_3720,JavaScript,Dart,Java,Swift,,flutter,UIKit,androidx,,,,,Mobile Development
mobile_3721,Java,Swift,JavaScript,,,react-native,AVFoundation,retrofit,com.android,androidx,XCTest,AppKit,Mobile Development
mobile_3722,Java,Kotlin,Objective-C,C#,,Foundation,SwiftUI,react-native,UIKit,,,,Mobile Development
mobile_3723,Kotlin,C#,JavaScript,,,AppKit,glide,retrofit,Combine,UIKit,flutter,android.content,Mobile Development
mobile_3724,Kotlin,Dart,JavaScript,Swift,C#,Combine,XCTest,SwiftUI,flutter,Foundation,android.view,,Mobile Development
mobile_3725,Swift,Objective-C,Kotlin,TypeScript,,androidx,AppKit,CoreData,flutter,react-native,,,Mobile Development
mobile_3726,TypeScript,Java,Kotlin,Dart,,Combine,android.content,android.view,,,,,Mobile Development
mobile_3727,Dart,TypeScript,C#,Java,,kotlinx.coroutines,UIKit,SwiftUI,Foundation,,,,Mobile Development
mobile_3728,Objective-C,Dart,Kotlin,Java,,java.util,retrofit,android.view,kotlinx.coroutines,Foundation,flutter,,Mobile Development
mobile_3729,Java,Swift,C#,Objective-C,,com.android,AVFoundation,flutter,,,,,Mobile Development
mobile_3730,Java,TypeScript,Objective-C,Dart,Kotlin,XCTest,CoreData,react-native,Foundation,android.content,kotlinx.coroutines,glide,Mobile Development
mobile_3731,Java,JavaScript,Dart,TypeScript,Swift,android.view,SwiftUI,UIKit,,,,,Mobile Development
mobile_3732,Swift,Objective-C,C#,,,com.android,Foundation,SwiftUI,CoreData,Combine,,,Mobile Development
mobile_3733,Kotlin,JavaScript,Swift,,,com.android,UIKit,SwiftUI,AppKit,Combine,Foundation,HealthKit,Mobile Development
mobile_3734,Kotlin,Swift,C#,Java,JavaScript,UIKit,jetpack-compose,glide,,,,,Mobile Development
mobile_3735,JavaScript,TypeScript,Swift,,,android.content,kotlinx.coroutines,CoreLocation,HealthKit,,,,Mobile Development
mobile_3736,Swift,JavaScript,Dart,Java,,AVFoundation,Foundation,flutter,,,,,Mobile Development
mobile_3737,Java,Swift,Kotlin,Objective-C,Dart,react-native,android.view,Combine,AppKit,Foundation,flutter,,Mobile Development
mobile_3738,C#,Kotlin,JavaScript,Java,Swift,androidx,android.content,SwiftUI,XCTest,android.view,,,Mobile Development
mobile_3739,Swift,TypeScript,Objective-C,,,SwiftUI,flutter,retrofit,android.content,android.view,react-native,kotlinx.coroutines,Mobile Development
mobile_3740,Kotlin,Objective-C,C#,,,android.view,SwiftUI,jetpack-compose,,,,,Mobile Development
mobile_3741,Kotlin,JavaScript,Swift,,,jetpack-compose,flutter,HealthKit,react-native,,,,Mobile Development
mobile_3742,Dart,Java,JavaScript,TypeScript,C#,android.content,Combine,com.android,XCTest,java.util,,,Mobile Development
mobile_3743,Java,Objective-C,C#,TypeScript,,Foundation,UIKit,CoreData,flutter,,,,Mobile Development
mobile_3744,Swift,Kotlin,Java,Dart,,AVFoundation,com.android,androidx,XCTest,HealthKit,,,Mobile Development
mobile_3745,Swift,Java,JavaScript,,,android.content,UIKit,CoreData,CoreLocation,,,,Mobile Development
mobile_3746,Kotlin,Swift,Dart,,,Foundation,XCTest,UIKit,flutter,SwiftUI,,,Mobile Development
mobile_3747,JavaScript,TypeScript,Java,,,react-native,flutter,Combine,jetpack-compose,java.util,SwiftUI,UIKit,Mobile Development
mobile_3748,Kotlin,C#,Swift,,,SwiftUI,UIKit,glide,java.util,,,,Mobile Development
mobile_3749,Swift,Dart,C#,Kotlin,JavaScript,glide,CoreLocation,UIKit,android.content,android.view,,,Mobile Development
mobile_3750,Kotlin,Swift,Objective-C,Dart,,kotlinx.coroutines,android.view,XCTest,AppKit,android.content,,,Mobile Development
mobile_3751,Java,JavaScript,Swift,Kotlin,,HealthKit,com.android,android.view,glide,jetpack-compose,flutter,,Mobile Development
mobile_3752,Java,TypeScript,Dart,,,kotlinx.coroutines,Foundation,AVFoundation,flutter,,,,Mobile Development
mobile_3753,Kotlin,Swift,Objective-C,C#,Java,react-native,CoreLocation,Foundation,android.view,java.util,HealthKit,,Mobile Development
mobile_3754,JavaScript,Kotlin,Java,Swift,,kotlinx.coroutines,retrofit,android.content,,,,,Mobile Development
mobile_3755,Dart,Kotlin,JavaScript,,,flutter,react-native,UIKit,SwiftUI,retrofit,glide,,Mobile Development
mobile_3756,Swift,Dart,C#,Java,Objective-C,CoreData,SwiftUI,retrofit,,,,,Mobile Development
mobile_3757,Kotlin,Swift,TypeScript,C#,,UIKit,androidx,jetpack-compose,,,,,Mobile Development
mobile_3758,Dart,Swift,C#,,,flutter,CoreLocation,androidx,UIKit,com.android,SwiftUI,,Mobile Development
